Part,SN,Config,NO.,Mode,Gloss1,Gloss2,"Gloss_avg1,2",Gloss3,Gloss4,L1.D65,A1.D65,B1.D65,L1.F2,A1.F2,B1.F2,L1.A,A1.A,B1.A,L2.D65,A2.D65,B2.D65,L2.F2,A2.F2,B2.F2,L2.A,A2.A,B2.A,Lvalue,Avalue,Bvalue,"L.F2_avg1,2","A.F2_avg1,2","B.F2_avg1,2","L.A_avg1,2","A.A_avg1,2","B.A_avg1,2",L3.D65,A3.D65,B3.D65,L3.F2,A3.F2,B3.F2,L3.A,A3.A,B3.A,L4.D65,A4.D65,B4.D65,L4.F2,A4.F2,B4.F2,L4.A,A4.A,B4.A,F,Config 2,Items,dye1,dye2,Temp,Time,Na2SO4 (g/L),Dyeing pH,DE*cmc
Kickstand,MJS0000067501428,19,207,SCI,12.79,12.33,12.56,11.94,11.81,85.65,4.75,5.17,86.29,2.92,5.92,86.56,5.22,6.99,85.74,4.75,5.25,86.4,2.91,6.02,86.66,5.21,7.08,85.695,4.75,5.21,86.345,2.915,5.97,86.61,5.215,7.035,85.16,5.18,5.75,85.87,3.16,6.59,86.16,5.69,7.75,85.09,5.18,5.6,85.79,3.17,6.42,86.09,5.69,7.58,11.0,19,+++−,0.3,0.048,16,5.6,1,6.8,1.52
Kickstand,MJS0000067310604,19,208,SCI,12.88,12.47,12.675,11.86,11.69,85.57,4.73,5.17,86.2,2.9,5.93,86.47,5.19,6.99,85.6,4.75,5.27,86.26,2.91,6.05,86.52,5.21,7.11,85.585,4.74,5.22,86.23,2.905,5.99,86.495,5.2,7.05,85.07,5.15,5.69,85.78,3.14,6.52,86.05,5.64,7.68,84.98,5.16,5.53,85.68,3.15,6.34,85.97,5.64,7.5,10.7,19,+++−,0.3,0.048,16,5.6,1,6.8,1.5
Kickstand,MJS0000067501420,19,209,SCI,11.99,12.02,12.005,11.52,11.94,85.46,4.79,5.18,86.1,2.94,5.94,86.37,5.26,7.01,85.7,4.66,5.11,86.34,2.86,5.86,86.6,5.12,6.89,85.58,4.725,5.145,86.22,2.9,5.9,86.485,5.19,6.95,85.25,4.95,5.41,85.92,3.03,6.2,86.2,5.44,7.31,85.27,5.0,5.37,85.94,3.06,6.16,86.22,5.49,7.27,12.7,19,+++−,0.3,0.048,16,5.6,1,6.8,1.59
Bucket,MJS0000067062681,19,211,SCI,11.56,12.15,11.855,11.2,12.7,85.64,4.85,5.21,86.29,2.97,5.99,86.57,5.32,7.08,85.76,4.82,5.19,86.41,2.94,5.96,86.68,5.27,7.04,85.7,4.835,5.2,86.35,2.955,5.975,86.625,5.295,7.06,84.33,5.27,5.72,85.04,3.22,6.56,85.35,5.78,7.73,84.01,5.29,5.91,84.73,3.22,6.78,85.03,5.83,7.95,12.2,19,+++−,0.3,0.048,16,5.6,1,6.8,1.64
Kickstand,MJS0000067423903,20,217,SCI,12.87,12.57,12.72,12.28,12.76,84.98,5.73,7.39,85.86,3.45,8.46,86.15,6.33,9.7,85.15,5.69,7.54,86.05,3.41,8.64,86.33,6.28,9.86,85.065,5.71,7.465,85.955,3.43,8.55,86.24,6.305,9.78,84.63,6.08,8.65,85.63,3.6,9.9,85.91,6.74,11.19,84.72,6.06,8.4,85.71,3.6,9.62,86.0,6.71,10.9,11.5,20,++−+,0.3,0.048,14,8.4,1,6.8,1.85
Kickstand,MJS0000067423646,20,218,SCI,11.99,12.19,12.09,11.19,12.08,84.62,5.81,7.6,85.51,3.49,8.7,85.81,6.42,9.95,84.89,5.68,7.54,85.78,3.41,8.64,86.07,6.28,9.85,84.755,5.745,7.57,85.645,3.45,8.67,85.94,6.35,9.9,84.5,5.86,8.13,85.46,3.48,9.31,85.73,6.5,10.56,84.59,5.86,8.04,85.54,3.49,9.2,85.82,6.5,10.45,11.3,20,++−+,0.3,0.048,14,8.4,1,6.8,1.97
Kickstand,MJS0000067384875,20,219,SCI,12.54,12.56,12.55,11.49,12.44,84.81,5.82,7.52,85.69,3.51,8.6,86.0,6.43,9.83,85.03,5.69,7.55,85.91,3.42,8.65,86.25,6.32,9.88,84.92,5.755,7.535,85.8,3.465,8.625,86.125,6.375,9.855,84.56,5.97,8.43,85.57,3.55,9.62,85.82,6.65,10.93,84.67,5.99,8.23,85.64,3.57,9.42,85.94,6.62,10.68,10.5,20,++−+,0.3,0.048,14,8.4,1,6.8,1.94
Kickstand,MJS0000067384957,20,220,SCI,13.06,12.89,12.975,12.29,12.5,84.91,5.76,7.41,85.75,3.47,8.49,86.06,6.36,9.7,85.09,5.64,7.41,86.0,3.38,8.45,86.27,6.19,9.69,85.0,5.7,7.41,85.875,3.425,8.47,86.165,6.275,9.695,84.66,5.95,8.18,85.67,3.56,9.37,85.9,6.6,10.64,84.73,5.9,7.87,85.62,3.51,9.02,85.89,6.53,10.26,11.2,20,++−+,0.3,0.048,14,8.4,1,6.8,1.82
Kickstand,MJS0000067310797,20,221,SCI,12.48,12.28,12.38,12.27,12.39,84.65,5.71,7.54,85.54,3.43,8.64,85.83,6.32,9.86,84.8,5.7,7.58,85.7,3.42,8.7,85.98,6.29,9.91,84.725,5.705,7.56,85.62,3.425,8.67,85.905,6.305,9.885,84.42,6.08,8.51,85.41,3.61,9.74,85.7,6.73,11.03,84.41,6.07,8.34,85.39,3.61,9.55,85.68,6.71,10.83,11.5,20,++−+,0.3,0.048,14,8.4,1,6.8,1.93
Bucket,MJS0000067346352,20,226,SCI,11.45,11.93,11.69,11.6,11.9,84.73,5.84,7.81,85.65,3.49,8.95,85.95,6.46,10.21,84.83,5.85,7.85,85.75,3.49,8.99,86.04,6.46,10.24,84.78,5.845,7.83,85.7,3.49,8.97,85.995,6.46,10.225,83.56,6.2,8.96,84.59,3.66,10.27,84.89,6.9,11.54,84.07,6.28,9.05,85.11,3.69,10.38,85.41,6.97,11.67,12.1,20,++−+,0.3,0.048,14,8.4,1,6.8,2.19
Kickstand,MJS0000066030463,21,229,SCI,12.08,11.53,11.805,11.12,11.26,85.69,4.42,6.21,86.41,2.55,7.11,86.63,4.94,8.07,85.82,4.3,6.09,86.54,2.48,6.98,86.75,4.81,7.91,85.755,4.36,6.15,86.475,2.515,7.045,86.69,4.875,7.99,85.47,4.51,6.54,86.23,2.58,7.49,86.44,5.05,8.47,85.35,4.55,6.43,86.11,2.62,7.36,86.33,5.09,8.34,11.6,21,0,0.25,0.04,15,7.0,1,6.8,0.29
Kickstand,MJS0000066040897,21,230,SCI,12.23,11.91,12.07,11.62,11.83,85.88,4.37,6.09,86.58,2.53,6.97,86.8,4.89,7.92,86.03,4.3,6.04,86.74,2.49,6.92,86.95,4.8,7.84,85.955,4.335,6.065,86.66,2.51,6.945,86.875,4.845,7.88,85.78,4.47,6.51,86.54,2.56,7.46,86.75,5.01,8.42,85.69,4.55,6.46,86.45,2.61,7.39,86.67,5.08,8.37,10.5,21,0,0.25,0.04,15,7.0,1,6.8,0.21
Kickstand,MJS0000066250649,21,231,SCI,12.33,12.01,12.17,11.37,11.53,86.04,4.21,5.86,86.72,2.44,6.7,86.93,4.71,7.62,86.16,4.15,5.83,86.85,2.4,6.69,87.05,4.64,7.58,86.1,4.18,5.845,86.785,2.42,6.695,86.99,4.675,7.6,85.72,4.5,6.5,86.48,2.58,7.44,86.69,5.04,8.42,85.61,4.56,6.47,86.37,2.62,7.4,86.59,5.11,8.38,12.1,21,0,0.25,0.04,15,7.0,1,6.8,0.34
Kickstand,MJS0000066040908,21,232,SCI,12.03,11.53,11.78,11.24,11.59,85.9,4.33,6.02,86.6,2.51,6.88,86.82,4.85,7.83,85.99,4.31,6.06,86.7,2.49,6.94,86.91,4.82,7.87,85.945,4.32,6.04,86.65,2.5,6.91,86.865,4.835,7.85,85.7,4.54,6.63,86.47,2.6,7.59,86.68,5.09,8.57,85.68,4.57,6.5,86.44,2.63,7.43,86.66,5.11,8.42,10.8,21,0,0.25,0.04,15,7.0,1,6.8,0.21
Kickstand,MJS0000066250658,21,233,SCI,11.81,11.51,11.66,10.9,11.42,85.92,4.26,5.88,86.6,2.48,6.73,86.82,4.77,7.66,86.07,4.18,5.91,86.77,2.42,6.77,86.97,4.67,7.67,85.995,4.22,5.895,86.685,2.45,6.75,86.895,4.72,7.665,85.6,4.56,6.59,86.37,2.61,7.55,86.58,5.1,8.54,85.58,4.61,6.53,86.35,2.65,7.47,86.57,5.15,8.47,11.3,21,0,0.25,0.04,15,7.0,1,6.8,0.3
Kickstand,MJS0000067310662,22,240,SCI,13.24,12.69,12.965,12.02,12.85,86.34,3.76,5.49,86.97,2.16,6.28,87.16,4.24,7.09,86.43,3.67,5.35,87.05,2.12,6.13,87.23,4.14,6.91,86.385,3.715,5.42,87.01,2.14,6.205,87.195,4.19,7.0,86.06,3.88,5.74,86.73,2.22,6.57,86.91,4.38,7.4,86.13,3.9,5.6,86.79,2.24,6.41,86.98,4.39,7.25,12.6,22,−−++,0.2,0.032,16,8.4,1,6.8,0.96
Kickstand,MJS0000067129854,22,241,SCI,12.99,12.85,12.92,11.93,12.82,86.35,3.76,5.47,86.98,2.17,6.26,87.17,4.24,7.07,86.55,3.64,5.42,87.18,2.09,6.21,87.35,4.11,6.98,86.45,3.7,5.445,87.08,2.13,6.235,87.26,4.175,7.025,86.05,3.9,5.79,86.72,2.23,6.63,86.9,4.41,7.47,86.13,3.91,5.63,86.78,2.25,6.45,86.98,4.41,7.29,13.8,22,−−++,0.2,0.032,16,8.4,1,6.8,0.97
Kickstand,MJS0000067129778,22,242,SCI,13.0,12.97,12.985,11.98,12.7,86.41,3.77,5.56,87.04,2.17,6.36,87.23,4.26,7.17,86.59,3.68,5.51,87.22,2.11,6.31,87.4,4.16,7.09,86.5,3.725,5.535,87.13,2.14,6.335,87.315,4.21,7.13,86.22,3.88,5.8,86.89,2.22,6.63,87.08,4.4,7.47,86.19,3.92,5.69,86.86,2.25,6.51,87.05,4.42,7.35,12.0,22,−−++,0.2,0.032,16,8.4,1,6.8,0.93
Kickstand,MJS0000067208141,22,243,SCI,14.17,13.56,13.865,13.3,13.55,86.45,3.75,5.42,87.07,2.17,6.19,87.26,4.24,7.01,86.61,3.71,5.42,87.24,2.14,6.2,87.42,4.18,7.0,86.53,3.73,5.42,87.155,2.155,6.195,87.34,4.21,7.005,86.25,3.94,5.92,86.93,2.26,6.77,87.11,4.46,7.62,86.25,3.98,5.78,86.93,2.29,6.61,87.12,4.49,7.47,12.1,22,−−++,0.2,0.032,16,8.4,1,6.8,0.94
Kickstand,MJS0000067162458,22,244,SCI,13.64,13.31,13.475,13.18,13.49,86.33,3.79,5.53,86.96,2.19,6.32,87.15,4.29,7.14,86.46,3.74,5.53,87.09,2.15,6.33,87.28,4.22,7.13,86.395,3.765,5.53,87.025,2.17,6.325,87.215,4.255,7.135,86.17,3.97,5.96,86.86,2.27,6.82,87.04,4.49,7.67,86.12,4.0,5.81,86.8,2.29,6.65,87.0,4.51,7.51,12.3,22,−−++,0.2,0.032,16,8.4,1,6.8,0.88
Kickstand,MJS0000067129822,23,252,SCI,13.89,13.43,13.66,12.86,12.81,86.69,3.93,3.89,87.19,2.42,4.47,87.41,4.27,5.36,86.83,3.86,3.88,87.34,2.37,4.47,87.55,4.19,5.33,86.76,3.895,3.885,87.265,2.395,4.47,87.48,4.23,5.345,86.45,4.12,4.31,87.01,2.51,4.97,87.23,4.49,5.9,86.31,4.19,4.25,86.87,2.56,4.88,87.1,4.56,5.83,10.3,23,a000,0.2,0.04,15,7.0,1,6.8,2.63
Kickstand,MJS0000067129544,23,253,SCI,13.65,13.39,13.52,12.62,12.8,86.52,3.93,3.92,87.03,2.41,4.51,87.25,4.27,5.39,86.64,3.91,3.94,87.16,2.41,4.54,87.38,4.25,5.42,86.58,3.92,3.93,87.095,2.41,4.525,87.315,4.26,5.405,86.16,4.18,4.38,86.73,2.55,5.04,86.95,4.56,5.99,86.1,4.22,4.26,86.67,2.58,4.9,86.9,4.59,5.85,11.2,23,a000,0.2,0.04,15,7.0,1,6.8,2.57
Kickstand,MJS0000067310807,23,254,SCI,13.07,13.03,13.05,12.27,12.41,86.6,3.99,4.03,87.12,2.44,4.63,87.34,4.33,5.53,86.83,3.89,3.94,87.35,2.39,4.54,87.56,4.22,5.41,86.715,3.94,3.985,87.235,2.415,4.585,87.45,4.275,5.47,86.41,4.1,4.23,86.96,2.5,4.87,87.18,4.46,5.79,86.36,4.14,4.13,86.9,2.53,4.75,87.13,4.5,5.68,9.4,23,a000,0.2,0.04,15,7.0,1,6.8,2.51
Kickstand,MJS0000067310950,23,255,SCI,13.09,12.91,13.0,11.79,12.52,86.57,4.01,4.0,87.08,2.46,4.6,87.31,4.36,5.5,86.69,3.96,4.06,87.22,2.42,4.68,87.43,4.3,5.56,86.63,3.985,4.03,87.15,2.44,4.64,87.37,4.33,5.53,86.2,4.18,4.42,86.77,2.55,5.08,86.99,4.56,6.02,86.28,4.2,4.26,86.84,2.56,4.91,87.07,4.56,5.85,9.9,23,a000,0.2,0.04,15,7.0,1,6.8,2.47
Kickstand,MJS0000067162473,23,256,SCI,13.58,13.02,13.3,12.32,13.54,86.5,4.0,3.94,87.01,2.46,4.53,87.24,4.35,5.44,86.6,3.97,4.01,87.13,2.44,4.62,87.34,4.31,5.51,86.55,3.985,3.975,87.07,2.45,4.575,87.29,4.33,5.475,86.25,4.19,4.36,86.82,2.56,5.02,87.04,4.56,5.96,86.25,4.26,4.32,86.81,2.6,4.97,87.05,4.63,5.93,10.1,23,a000,0.2,0.04,15,7.0,1,6.8,2.55
Kickstand,MJS0000067242053,24,264,SCI,13.01,12.44,12.725,11.7,11.9,85.46,4.43,5.95,86.2,2.62,6.78,86.41,4.96,7.76,85.63,4.33,5.94,86.32,2.58,6.79,86.59,4.85,7.73,85.545,4.38,5.945,86.26,2.6,6.785,86.5,4.905,7.745,85.15,4.7,6.55,85.9,2.75,7.47,86.14,5.23,8.45,85.22,4.72,6.4,85.99,2.73,7.3,86.21,5.25,8.32,11.2,24,0,0.25,0.04,15,7.0,1,6.8,0.29
Kickstand,MJS0000067242097,24,265,SCI,12.4,12.15,12.275,11.4,11.91,85.35,4.44,6.06,86.09,2.59,6.91,86.28,4.94,7.86,85.55,4.38,6.01,86.28,2.54,6.92,86.47,4.84,7.79,85.45,4.41,6.035,86.185,2.565,6.915,86.375,4.89,7.825,85.04,4.68,6.59,85.82,2.75,7.56,86.05,5.26,8.55,85.2,4.73,6.51,85.98,2.76,7.42,86.23,5.29,8.47,11.4,24,0,0.25,0.04,15,7.0,1,6.8,0.3
Kickstand,MJS0000067207898,24,266,SCI,12.04,11.86,11.95,11.16,11.58,85.52,4.4,5.99,86.22,2.58,6.85,86.44,4.92,7.8,85.79,4.27,5.85,86.48,2.5,6.72,86.69,4.77,7.62,85.655,4.335,5.92,86.35,2.54,6.785,86.565,4.845,7.71,85.32,4.63,6.41,86.07,2.7,7.35,86.3,5.17,8.34,85.28,4.68,6.35,86.03,2.73,7.28,86.26,5.22,8.28,12.1,24,0,0.25,0.04,15,7.0,1,6.8,0.27
Kickstand,MJS0000067129801,24,267,SCI,12.88,12.24,12.56,11.69,11.92,85.58,4.31,5.81,86.26,2.54,6.65,86.48,4.82,7.58,85.65,4.29,5.87,86.34,2.52,6.73,86.56,4.8,7.64,85.615,4.3,5.84,86.3,2.53,6.69,86.52,4.81,7.61,85.19,4.69,6.57,85.96,2.73,7.53,86.19,5.25,8.53,85.14,4.74,6.45,85.91,2.76,7.4,86.14,5.28,8.4,12.7,24,0,0.25,0.04,15,7.0,1,6.8,0.34
Kickstand,MJS0000067129494,24,268,SCI,12.5,12.08,12.29,11.31,11.94,85.5,4.42,5.9,86.18,2.6,6.76,86.41,4.94,7.71,85.63,4.4,5.99,86.33,2.58,6.87,86.55,4.91,7.81,85.565,4.41,5.945,86.255,2.59,6.815,86.48,4.925,7.76,85.04,4.72,6.63,85.82,2.74,7.6,86.04,5.28,8.61,85.18,4.71,6.42,85.95,2.75,7.36,86.18,5.26,8.36,9.4,24,0,0.25,0.04,15,7.0,1,6.8,0.29
Bucket,MJS0000067207588,24,271,SCI,11.97,12.4,12.185,12.7,13.2,85.65,4.53,6.02,86.36,2.66,6.91,86.6,5.07,7.88,85.79,4.48,5.96,86.49,2.63,6.83,86.73,5.0,7.8,85.72,4.505,5.99,86.425,2.645,6.87,86.665,5.035,7.84,84.65,4.7,6.64,85.43,2.73,7.61,85.67,5.28,8.6,84.48,4.75,6.75,85.26,2.75,7.74,85.49,5.33,8.73,11.9,24,0,0.25,0.04,15,7.0,1,6.8,0.27
Kickstand,MJS0000067501465,25,275,SCI,12.77,12.83,12.8,11.68,12.28,85.77,4.71,5.16,86.41,2.9,5.92,86.67,5.16,6.96,85.92,4.69,5.23,86.58,2.88,6.0,86.83,5.14,7.04,85.845,4.7,5.195,86.495,2.89,5.96,86.75,5.15,7.0,85.42,5.12,6.05,86.16,3.11,6.95,86.43,5.62,8.07,85.41,5.15,6.0,86.15,3.13,6.88,86.42,5.66,8.01,12.7,25,0A00,0.25,0.048,15,7.0,1,6.8,1.48
Kickstand,MJS0000067501393,25,276,SCI,13.17,12.81,12.99,12.33,12.47,85.81,4.71,5.14,86.45,2.9,5.89,86.71,5.16,6.93,86.01,4.63,5.11,86.65,2.85,5.87,86.91,5.07,6.89,85.91,4.67,5.125,86.55,2.875,5.88,86.81,5.115,6.91,85.5,5.08,5.96,86.23,3.09,6.84,86.5,5.59,7.96,85.4,5.14,5.92,86.14,3.13,6.79,86.41,5.65,7.92,11.2,25,0A00,0.25,0.048,15,7.0,1,6.8,1.53
Kickstand,MJS0000067384566,25,277,SCI,12.85,12.49,12.67,12.32,12.27,85.47,4.96,5.45,86.14,3.05,6.25,86.42,5.43,7.35,85.61,4.96,5.42,86.29,3.05,6.22,86.56,5.41,7.32,85.54,4.96,5.435,86.215,3.05,6.235,86.49,5.42,7.335,85.22,5.23,6.21,85.98,3.18,7.12,86.25,5.75,8.28,85.13,5.26,6.05,85.88,3.21,6.93,86.16,5.78,8.1,9.4,25,0A00,0.25,0.048,15,7.0,1,6.8,1.52
Kickstand,MJS0000067385039,25,278,SCI,12.77,12.38,12.575,12.04,12.21,85.5,4.98,5.47,86.17,3.07,6.27,86.45,5.46,7.38,85.6,4.97,5.5,86.29,3.05,6.32,86.56,5.44,7.42,85.55,4.975,5.485,86.23,3.06,6.295,86.505,5.45,7.4,85.22,5.23,6.16,85.98,3.18,7.06,86.25,5.75,8.22,85.22,5.25,6.03,85.97,3.2,6.91,86.25,5.76,8.07,12.9,25,0A00,0.25,0.048,15,7.0,1,6.8,1.48
Kickstand,MJS0000067501473,25,279,SCI,12.02,12.02,12.02,11.47,12.03,85.31,5.05,5.52,85.99,3.11,6.33,86.28,5.54,7.46,85.53,4.97,5.5,86.22,3.05,6.32,86.49,5.44,7.42,85.42,5.01,5.51,86.105,3.08,6.325,86.385,5.49,7.44,85.25,5.13,5.92,85.98,3.12,6.8,86.25,5.63,7.93,85.26,5.16,5.84,85.98,3.15,6.69,86.26,5.66,7.83,10.7,25,0A00,0.25,0.048,15,7.0,1,6.8,1.5
Bucket,MJS0000067384518,25,286,SCI,11.87,12.62,12.245,12.1,12.9,85.59,4.97,5.47,86.28,3.05,6.29,86.56,5.45,7.4,85.71,4.96,5.45,86.39,3.03,6.26,86.66,5.41,7.36,85.65,4.965,5.46,86.335,3.04,6.275,86.61,5.43,7.38,84.52,5.32,6.36,85.3,3.23,7.3,85.59,5.87,8.45,84.94,5.29,6.47,85.71,3.19,7.43,85.99,5.84,8.57,10.9,25,0A00,0.25,0.048,15,7.0,1,6.8,1.49
Kickstand,MJS0000067207714,26,287,SCI,11.83,11.81,11.82,10.77,11.22,85.21,4.88,8.51,86.17,2.75,9.76,86.35,5.5,10.72,85.42,4.77,8.48,86.38,2.67,9.73,86.55,5.38,10.66,85.315,4.825,8.495,86.275,2.71,9.745,86.45,5.44,10.69,84.65,5.14,9.18,85.69,2.87,10.53,85.86,5.78,11.52,84.84,5.13,8.98,85.87,2.88,10.3,86.05,5.77,11.3,11.5,26,+−−+,0.3,0.032,14,8.4,1,6.8,2.82
Kickstand,MJS0000067207735,26,288,SCI,12.06,11.95,12.005,11.41,11.62,85.3,4.88,8.54,86.26,2.74,9.79,86.45,5.49,10.75,85.49,4.81,8.53,86.46,2.69,9.79,86.63,5.41,10.73,85.395,4.845,8.535,86.36,2.715,9.79,86.54,5.45,10.74,85.13,5.04,8.98,86.15,2.81,10.31,86.32,5.66,11.28,85.06,5.09,8.92,86.07,2.85,10.23,86.26,5.71,11.22,12.3,26,+−−+,0.3,0.032,14,8.4,1,6.8,2.86
Kickstand,MJS0000067310464,26,289,SCI,12.26,11.85,12.055,11.22,11.65,85.3,4.88,8.53,86.22,2.79,9.82,86.4,5.53,10.75,85.48,4.82,8.53,86.45,2.68,9.76,86.64,5.45,10.73,85.39,4.85,8.53,86.335,2.735,9.79,86.52,5.49,10.74,84.93,5.1,9.12,85.92,2.84,10.44,86.14,5.75,11.43,84.96,5.11,8.99,86.02,2.86,10.28,86.16,5.77,11.28,12.2,26,+−−+,0.3,0.032,14,8.4,1,6.8,2.85
Kickstand,MJS0000067423875,26,290,SCI,12.62,12.3,12.46,11.79,12.06,85.63,4.87,8.61,86.59,2.73,9.87,86.77,5.49,10.82,85.73,4.86,8.69,86.71,2.72,9.97,86.88,5.47,10.91,85.68,4.865,8.65,86.65,2.725,9.92,86.825,5.48,10.865,85.24,5.21,9.46,86.31,2.89,10.85,86.48,5.86,11.87,85.27,5.24,9.28,86.32,2.92,10.64,86.51,5.88,11.66,13.4,26,+−−+,0.3,0.032,14,8.4,1,6.8,2.97
Kickstand,MJS0000067310748,26,291,SCI,12.75,12.43,12.59,11.98,11.77,85.33,4.88,8.43,86.28,2.74,9.68,86.45,5.45,10.61,85.6,4.76,8.35,86.56,2.7,9.62,86.71,5.37,10.53,85.465,4.82,8.39,86.42,2.72,9.65,86.58,5.41,10.57,84.99,5.16,9.1,86.01,2.91,10.47,86.22,5.77,11.42,84.92,5.1,8.78,85.93,2.9,10.09,86.1,5.71,11.05,11.6,26,+−−+,0.3,0.032,14,8.4,1,6.8,2.7
