Part,SN,Config,NO.,Mode,Gloss1,Gloss2,"Gloss_avg1,2",Gloss3,Gloss4,L1.D65,A1.D65,B1.D65,L1.F2,A1.F2,B1.F2,L1.A,A1.A,B1.A,L2.D65,A2.D65,B2.D65,L2.F2,A2.F2,B2.F2,L2.A,A2.A,B2.A,Lvalue,Avalue,Bvalue,"L.F2_avg1,2","A.F2_avg1,2","B.F2_avg1,2","L.A_avg1,2","A.A_avg1,2","B.A_avg1,2",L3.D65,A3.D65,B3.D65,L3.F2,A3.F2,B3.F2,L3.A,A3.A,B3.A,L4.D65,A4.D65,B4.D65,L4.F2,A4.F2,B4.F2,L4.A,A4.A,B4.A,F,Config 2,Items,dye1,dye2,Temp,Time,Na2SO4 (g/L),Dyeing pH,DE*cmc
Kickstand,MJS0000067241943,2,11,SCI,11.55,11.26,11.405,10.53,11.06,85.95,3.75,5.41,86.57,2.17,6.18,86.76,4.25,6.98,86.02,3.7,5.45,86.64,2.13,6.23,86.83,4.19,7.02,85.985,3.725,5.43,86.605,2.15,6.205,86.795,4.22,7,85.54,3.94,5.83,86.2,2.26,6.66,86.4,4.47,7.51,85.6,3.92,5.62,86.25,2.26,6.42,86.45,4.44,7.26,11.4,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.95
Kickstand,MJS0000067310515,2,12,SCI,12,11.99,11.995,10.91,11.37,86.03,3.81,5.51,86.66,2.2,6.3,86.85,4.31,7.12,86.22,3.7,5.46,86.85,2.13,6.24,87.04,4.19,7.03,86.125,3.755,5.485,86.755,2.165,6.27,86.945,4.25,7.075,85.71,3.9,5.79,86.37,2.24,6.62,86.56,4.43,7.46,85.68,3.94,5.69,86.34,2.27,6.5,86.54,4.46,7.34,10.1,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.9
Kickstand,MJS0000067241881,2,13,SCI,12.71,12.35,12.53,11.87,12.07,86.15,3.77,5.39,86.76,2.18,6.15,86.95,4.26,6.97,86.32,3.67,5.3,86.93,2.12,6.06,87.11,4.14,6.85,86.235,3.72,5.345,86.845,2.15,6.105,87.03,4.2,6.91,85.97,3.91,5.82,86.64,2.24,6.65,86.82,4.43,7.5,85.94,3.93,5.65,86.6,2.26,6.46,86.8,4.44,7.31,11.9,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.97
Kickstand,MJS0000067310526,2,14,SCI,11.59,11.46,11.525,10.63,11.52,85.89,3.74,5.41,86.51,2.16,6.18,86.7,4.24,6.98,86.03,3.64,5.3,86.65,2.1,6.08,86.83,4.12,6.85,85.96,3.69,5.355,86.58,2.13,6.13,86.765,4.18,6.915,85.5,3.93,5.75,86.16,2.26,6.58,86.35,4.45,7.42,85.64,3.9,5.51,86.29,2.25,6.3,86.48,4.4,7.14,11.8,2,−−−+,0.2,0.032,14,8.4,1,6.8,1.01
Kickstand,MJS0000067310550,2,15,SCI,12.66,12.2,12.43,12.08,12.4,86.16,3.74,5.37,86.77,2.16,6.14,86.96,4.23,6.95,86.3,3.71,5.37,86.92,2.14,6.14,87.1,4.18,6.94,86.23,3.725,5.37,86.845,2.15,6.14,87.03,4.205,6.945,86.01,3.87,5.75,86.67,2.22,6.57,86.86,4.38,7.41,86.07,3.89,5.61,86.73,2.24,6.41,86.92,4.4,7.26,11.3,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.96
Kickstand,MJS0000067241869,2,16,SCI,12.41,12,12.205,11.62,11.75,86.09,3.79,5.43,86.7,2.19,6.2,86.9,4.29,7.01,86.23,3.7,5.38,86.85,2.14,6.15,87.04,4.19,6.94,86.16,3.745,5.405,86.775,2.165,6.175,86.97,4.24,6.975,85.84,3.9,5.81,86.51,2.24,6.64,86.7,4.43,7.49,85.84,3.94,5.69,86.5,2.27,6.51,86.7,4.46,7.36,11.5,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.93
Bucket,MJS0000067207522,2,17,SCI,11.95,12.77,12.36,15.1,16,86.19,3.87,5.41,86.81,2.25,6.18,87.02,4.39,7.03,86.42,3.83,5.34,87.04,2.21,6.1,87.24,4.32,6.94,86.305,3.85,5.375,86.925,2.23,6.14,87.13,4.355,6.985,85.3,4.14,5.96,85.98,2.39,6.82,86.2,4.72,7.7,85.27,4.09,5.96,85.94,2.35,6.81,86.16,4.66,7.69,11.5,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.84
Bucket,MJS0000067240599,2,18,SCI,11.87,12.28,12.075,13.3,13.8,86.37,3.61,5.01,86.94,2.1,5.74,87.14,4.1,6.52,86.3,3.79,5.34,86.91,2.2,6.11,87.11,4.3,6.93,86.335,3.7,5.175,86.925,2.15,5.925,87.125,4.2,6.725,85.45,4.01,5.72,86.1,2.32,6.54,86.32,4.56,7.39,85.23,4.13,5.93,85.9,2.38,6.78,86.12,4.69,7.66,10.7,2,−−−+,0.2,0.032,14,8.4,1,6.8,1.07
Bucket,MJS0000067311192,2,19,SCI,12.11,12.48,12.295,15.6,16.1,86.42,3.54,4.92,86.99,2.07,5.64,87.18,4.03,6.4,86.52,3.53,4.88,87.09,2.06,5.58,87.28,3.99,6.34,86.47,3.535,4.9,87.04,2.065,5.61,87.23,4.01,6.37,85.55,3.94,5.61,86.19,2.28,6.43,86.4,4.47,7.26,85.36,3.98,5.71,86.01,2.29,6.54,86.22,4.52,7.38,12.5,2,−−−+,0.2,0.032,14,8.4,1,6.8,1.36
Bucket,MJS0000067207484,2,20,SCI,12.23,12.56,12.395,12.3,12.8,86.1,3.9,5.37,86.72,2.26,6.14,86.93,4.41,6.99,86.18,3.88,5.35,86.8,2.25,6.12,87.01,4.38,6.96,86.14,3.89,5.36,86.76,2.255,6.13,86.97,4.395,6.975,84.43,4.28,6.11,85.13,2.48,6.98,85.36,4.88,7.89,84.29,4.33,6.15,84.99,2.49,7.04,85.22,4.91,7.96,12.1,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.82
Bucket,MJS0000067240277,2,21,SCI,12.86,12.79,12.825,12.3,12.8,86.52,3.56,5.05,87.09,2.08,5.79,87.29,4.08,6.55,86.55,3.57,5,87.12,2.08,5.72,87.31,4.05,6.49,86.535,3.565,5.025,87.105,2.08,5.755,87.3,4.065,6.52,83.39,4.03,5.96,84.05,2.34,6.81,84.28,4.66,7.64,82.26,4.04,5.91,82.91,2.34,6.76,83.13,4.65,7.6,13.3,2,−−−+,0.2,0.032,14,8.4,1,6.8,1.26
Bucket,MJS0000067100832,2,22,SCI,12.95,13.06,13.005,16.2,15.7,86.15,3.89,5.45,86.78,2.26,6.23,86.99,4.42,7.09,86.22,3.89,5.4,86.84,2.26,6.17,87.05,4.39,7.02,86.185,3.89,5.425,86.81,2.26,6.2,87.02,4.405,7.055,85.16,4.13,5.99,85.83,2.39,6.85,86.06,4.72,7.73,85.39,4.24,6.1,86.08,2.44,6.97,86.3,4.82,7.88,11.7,2,−−−+,0.2,0.032,14,8.4,1,6.8,0.78
Kickstand,MJS0000067501411,3,23,SCI,12.69,12.21,12.45,11.88,12.13,85.98,4.35,5.77,86.65,2.61,6.62,86.87,4.86,7.53,86.12,4.3,5.76,86.81,2.58,6.62,87.02,4.8,7.52,86.05,4.325,5.765,86.73,2.595,6.62,86.945,4.83,7.525,85.75,4.61,6.22,86.49,2.75,7.13,86.72,5.15,8.11,85.7,4.69,6.2,86.44,2.8,7.1,86.68,5.23,8.1,11.1,3,00A0,0.25,0.04,16,7,1,6.8,0.33
Kickstand,MJS0000067384931,3,24,SCI,12.2,12.25,12.225,11.19,12.09,85.99,4.38,5.77,86.66,2.63,6.61,86.89,4.89,7.54,86.26,4.23,5.66,86.94,2.53,6.49,87.15,4.71,7.38,86.125,4.305,5.715,86.8,2.58,6.55,87.02,4.8,7.46,85.55,4.63,6.26,86.29,2.76,7.18,86.52,5.17,8.16,85.7,4.68,6.18,86.44,2.79,7.09,86.67,5.21,8.08,10.3,3,00A0,0.25,0.04,16,7,1,6.8,0.37
Kickstand,MJS0000067343124,3,25,SCI,12.51,12.03,12.27,11.59,11.67,85.73,4.5,5.92,86.42,2.7,6.78,86.66,5.02,7.74,85.86,4.44,5.87,86.56,2.66,6.74,86.78,4.94,7.68,85.795,4.47,5.895,86.49,2.68,6.76,86.72,4.98,7.71,85.46,4.7,6.3,86.2,2.81,7.22,86.44,5.24,8.23,85.44,4.71,6.16,86.18,2.82,7.05,86.42,5.24,8.06,11.9,3,00A0,0.25,0.04,16,7,1,6.8,0.31
Kickstand,MJS0000067343143,3,26,SCI,12.61,12.19,12.4,11.8,12.41,85.95,4.46,5.82,86.64,2.68,6.68,86.86,4.96,7.63,86.09,4.45,5.84,86.8,2.67,6.71,87.02,4.93,7.65,86.02,4.455,5.83,86.72,2.675,6.695,86.94,4.945,7.64,85.58,4.71,6.31,86.33,2.81,7.24,86.56,5.25,8.25,85.68,4.71,6.12,86.42,2.82,7.01,86.65,5.23,8.02,11.1,3,00A0,0.25,0.04,16,7,1,6.8,0.33
Kickstand,MJS0000067390460,3,27,SCI,11.58,11.51,11.545,10.93,11.78,85.66,4.52,5.94,86.36,2.71,6.8,86.59,5.05,7.76,85.9,4.39,5.85,86.6,2.64,6.71,86.82,4.91,7.64,85.78,4.455,5.895,86.48,2.675,6.755,86.705,4.98,7.7,85.6,4.59,6.14,86.33,2.74,7.05,86.55,5.13,8.02,85.68,4.61,6.03,86.41,2.76,6.91,86.64,5.14,7.9,11.5,3,00A0,0.25,0.04,16,7,1,6.8,0.3
Kickstand,MJS0000067343419,3,28,SCI,11.74,11.76,11.75,10.86,11.8,85.79,4.51,5.88,86.48,2.71,6.74,86.72,5.03,7.7,86.08,4.4,5.79,86.77,2.64,6.64,86.99,4.9,7.58,85.935,4.455,5.835,86.625,2.675,6.69,86.855,4.965,7.64,85.57,4.58,6.1,86.29,2.74,6.99,86.52,5.12,7.97,85.77,4.54,5.94,86.48,2.72,6.82,86.71,5.07,7.78,11.8,3,00A0,0.25,0.04,16,7,1,6.8,0.34
Bucket,MJS0000067128967,3,29,SCI,11.34,12.04,11.69,11.5,12.2,85.83,4.5,5.89,86.53,2.69,6.76,86.76,5.02,7.73,86.01,4.47,5.79,86.7,2.67,6.66,86.93,4.95,7.61,85.92,4.485,5.84,86.615,2.68,6.71,86.845,4.985,7.67,84.18,4.77,6.2,84.92,2.85,7.12,85.17,5.29,8.13,86.37,4.84,6.46,87.13,2.86,7.43,87.37,5.37,8.45,12.2,3,00A0,0.25,0.04,16,7,1,6.8,0.37
Bucket,MJS0000067580374,3,30,SCI,11.75,12.06,11.905,12,12.3,86.15,4.49,5.86,86.86,2.68,6.73,87.08,4.99,7.7,86.23,4.5,5.81,86.93,2.69,6.67,87.16,4.98,7.64,86.19,4.495,5.835,86.895,2.685,6.7,87.12,4.985,7.67,85.3,4.82,6.29,86.06,2.88,7.22,86.3,5.35,8.25,86.72,4.91,6.51,87.49,2.91,7.48,87.73,5.44,8.53,11.4,3,00A0,0.25,0.04,16,7,1,6.8,0.36
Bucket,MJS0000067343537,3,31,SCI,12.38,12.66,12.52,12.4,12.6,86.07,4.39,5.79,86.76,2.62,6.65,86.99,4.89,7.59,86.13,4.45,5.8,86.82,2.66,6.66,87.05,4.93,7.62,86.1,4.42,5.795,86.79,2.64,6.655,87.02,4.91,7.605,84.93,4.76,6.31,85.69,2.84,7.25,85.93,5.3,8.25,86.14,4.89,6.55,86.9,2.9,7.51,87.15,5.44,8.55,11.9,3,00A0,0.25,0.04,16,7,1,6.8,0.34
Bucket,MJS0000067100867,3,32,SCI,12.49,12.71,12.6,11.7,12,86.13,4.42,5.84,86.82,2.64,6.71,87.05,4.92,7.65,86.14,4.49,5.88,86.84,2.69,6.74,87.07,4.98,7.71,86.135,4.455,5.86,86.83,2.665,6.725,87.06,4.95,7.68,85.03,4.71,6.27,85.77,2.8,7.21,86.01,5.25,8.2,85.87,4.92,6.65,86.65,2.91,7.64,86.9,5.48,8.67,12.4,3,00A0,0.25,0.04,16,7,1,6.8,0.29
Bucket,MJS0000067162507,3,33,SCI,11.49,11.84,11.665,11.8,11.9,85.82,4.55,5.96,86.53,2.72,6.85,86.77,5.06,7.82,85.87,4.57,5.95,86.58,2.73,6.83,86.81,5.07,7.81,85.845,4.56,5.955,86.555,2.725,6.84,86.79,5.065,7.815,85.04,4.83,6.34,85.8,2.88,7.28,86.05,5.36,8.31,86.02,4.95,6.63,86.8,2.93,7.61,87.04,5.5,8.66,11.8,3,00A0,0.25,0.04,16,7,1,6.8,0.34
Bucket,MJS0000067063388,3,34,SCI,11.08,11.68,11.38,10.7,11.4,85.7,4.62,6.04,86.42,2.76,6.94,86.66,5.15,7.93,85.88,4.56,5.92,86.59,2.73,6.8,86.82,5.07,7.78,85.79,4.59,5.98,86.505,2.745,6.87,86.74,5.11,7.855,84.7,4.82,6.34,85.46,2.88,7.29,85.7,5.37,8.3,85.17,4.86,6.55,85.94,2.88,7.52,86.18,5.42,8.54,12.7,3,00A0,0.25,0.04,16,7,1,6.8,0.37
Kickstand,MJS0000067501447,4,35,SCI,13.6,13.63,13.615,12.53,13.55,86.96,3.78,6.42,87.68,2.14,7.35,87.84,4.29,8.11,87.17,3.67,6.31,87.89,2.08,7.24,88.04,4.17,7.97,87.065,3.725,6.365,87.785,2.11,7.295,87.94,4.23,8.04,86.68,3.95,6.82,87.45,2.23,7.82,87.61,4.5,8.61,86.75,3.95,6.63,87.51,2.24,7.61,87.67,4.48,8.4,11.5,4,0a00,0.25,0.032,15,7,1,6.8,1.45
Kickstand,MJS0000067423635,4,36,SCI,13.88,13.61,13.745,13.56,13.88,86.88,3.85,6.65,87.62,2.18,7.62,87.78,4.39,8.39,87.07,3.77,6.57,87.82,2.13,7.54,87.97,4.29,8.29,86.975,3.81,6.61,87.72,2.155,7.58,87.875,4.34,8.34,86.78,4.02,7.05,87.58,2.26,8.09,87.73,4.58,8.89,86.73,4.06,6.92,87.52,2.29,7.93,87.68,4.6,8.74,12.1,4,0a00,0.25,0.032,15,7,1,6.8,1.56
Kickstand,MJS0000067310759,4,37,SCI,14,13.64,13.82,13.55,14.27,86.8,3.83,6.53,87.53,2.18,7.48,87.68,4.35,8.25,86.88,3.79,6.55,87.62,2.15,7.52,87.77,4.31,8.26,86.84,3.81,6.54,87.575,2.165,7.5,87.725,4.33,8.255,86.6,4.04,6.82,87.38,2.3,7.82,87.53,4.59,8.64,86.52,4.12,6.73,87.29,2.35,7.71,87.47,4.66,8.55,12.1,4,0a00,0.25,0.032,15,7,1,6.8,1.48
Kickstand,MJS0000067423628,4,38,SCI,13.74,13.42,13.58,13.37,13.04,86.88,3.83,6.55,87.61,2.2,7.48,87.82,4.37,8.28,87.04,3.77,6.52,87.79,2.15,7.44,87.95,4.31,8.17,86.96,3.8,6.535,87.7,2.175,7.46,87.885,4.34,8.225,86.7,4.05,6.93,87.48,2.31,7.95,87.64,4.6,8.75,86.7,4.05,6.79,87.44,2.33,7.78,87.63,4.59,8.58,12.3,4,0a00,0.25,0.032,15,7,1,6.8,1.49
Kickstand,MJS0000067423884,4,39,SCI,13.56,13.84,13.7,12.51,13.35,86.92,3.88,6.69,87.66,2.2,7.66,87.82,4.43,8.44,87.16,3.77,6.55,87.9,2.13,7.51,88.05,4.29,8.25,87.04,3.825,6.62,87.78,2.165,7.585,87.935,4.36,8.345,86.58,4.15,6.82,87.36,2.37,7.82,87.53,4.7,8.67,86.71,4.1,6.68,87.48,2.34,7.66,87.65,4.64,8.49,12.2,4,0a00,0.25,0.032,15,7,1,6.8,1.55
Kickstand,MJS0000067423893,4,40,SCI,12.97,13.02,12.995,11.83,12.98,86.74,3.72,6.33,87.45,2.12,7.25,87.61,4.24,7.99,86.99,3.62,6.23,87.7,2.06,7.15,87.84,4.12,7.86,86.865,3.67,6.28,87.575,2.09,7.2,87.725,4.18,7.925,86.49,3.95,6.62,87.25,2.25,7.6,87.41,4.49,8.39,86.64,3.91,6.47,87.38,2.23,7.41,87.54,4.44,8.2,11.8,4,0a00,0.25,0.032,15,7,1,6.8,1.45
Bucket,MJS0000067384504,4,41,SCI,12.64,13.5,13.07,13,13.9,87.05,3.79,6.47,87.78,2.14,7.43,87.94,4.31,8.19,87.17,3.77,6.38,87.89,2.14,7.31,88.05,4.27,8.07,87.11,3.78,6.425,87.835,2.14,7.37,87.995,4.29,8.13,86.2,4.14,7.18,87.01,2.34,8.24,87.18,4.72,9.04,85.33,4.13,7.2,86.13,2.32,8.26,86.3,4.71,9.06,11.5,4,0a00,0.25,0.032,15,7,1,6.8,1.42
Bucket,MJS0000067128547,4,42,SCI,13,13.57,13.285,13.2,13.7,87.15,3.82,6.54,87.9,2.16,7.51,88.05,4.34,8.28,87.19,3.81,6.48,87.93,2.15,7.44,88.08,4.32,8.2,87.17,3.815,6.51,87.915,2.155,7.475,88.065,4.33,8.24,86.18,4.16,7.05,86.99,2.35,8.1,87.16,4.7,8.92,86.21,4.27,7.39,87.04,2.39,8.48,87.21,4.85,9.32,11.2,4,0a00,0.25,0.032,15,7,1,6.8,1.46
Bucket,MJS0000067128722,4,43,SCI,12.48,13.21,12.845,12.6,13.8,87.1,3.74,6.32,87.83,2.12,7.26,87.98,4.25,8.02,87.15,3.75,6.31,87.87,2.12,7.24,88.02,4.24,7.99,87.125,3.745,6.315,87.85,2.12,7.25,88,4.245,8.005,86.34,4.12,6.98,87.14,2.33,8.02,87.31,4.67,8.83,85.89,4.13,7.12,86.69,2.32,8.18,86.85,4.7,8.98,11.6,4,0a00,0.25,0.032,15,7,1,6.8,1.37
Bucket,MJS0000067129005,4,44,SCI,12.65,13.34,12.995,13.2,14.2,87.1,3.76,6.39,87.83,2.12,7.34,87.99,4.27,8.09,87.25,3.71,6.23,87.96,2.1,7.16,88.11,4.2,7.9,87.175,3.735,6.31,87.895,2.11,7.25,88.05,4.235,7.995,86.31,4.08,6.93,87.11,2.3,7.97,87.27,4.62,8.77,86.56,4.16,7.21,87.36,2.33,8.27,87.53,4.73,9.08,12,4,0a00,0.25,0.032,15,7,1,6.8,1.39
Bucket,MJS0000067128879,4,45,SCI,13.82,13.92,13.87,15,14.5,87.2,3.77,6.49,87.94,2.13,7.46,88.09,4.29,8.21,87.19,3.79,6.49,87.92,2.14,7.44,88.08,4.31,8.2,87.195,3.78,6.49,87.93,2.135,7.45,88.085,4.3,8.205,86.45,4.12,7.2,87.26,2.32,8.27,87.43,4.69,9.07,85.97,4.25,7.45,86.8,2.38,8.55,86.97,4.85,9.38,11,4,0a00,0.25,0.032,15,7,1,6.8,1.49
Bucket,MJS0000067162565,4,46,SCI,13.5,13.87,13.685,14.3,13.7,87.12,3.78,6.56,87.87,2.13,7.52,88.02,4.31,8.28,87.2,3.76,6.44,87.93,2.12,7.39,88.08,4.26,8.14,87.16,3.77,6.5,87.9,2.125,7.455,88.05,4.285,8.21,85.86,4.17,7.26,86.67,2.36,8.34,86.85,4.78,9.13,85.53,4.23,7.31,86.35,2.38,8.4,86.52,4.82,9.22,10.7,4,0a00,0.25,0.032,15,7,1,6.8,1.52
Kickstand,MJS0000066728780,5,47,SCI,12.86,12.19,12.525,11.73,11.27,84.9,4.95,4.09,85.4,3.09,4.67,85.74,5.43,5.89,85.04,4.91,4.12,85.57,3.04,4.66,85.87,5.37,5.88,84.97,4.93,4.105,85.485,3.065,4.665,85.805,5.4,5.885,84.54,5.1,4.74,85.11,3.13,5.37,85.43,5.65,6.63,84.53,5.13,4.61,85.08,3.14,5.22,85.45,5.68,6.51,11.9,5,−+++,0.2,0.048,16,8.4,1,6.8,3.34
Kickstand,MJS0000066030413,5,48,SCI,12.79,12.47,12.63,11.81,11.8,85.05,4.93,4.14,85.57,3.06,4.69,85.91,5.41,5.91,85.21,4.87,4.16,85.74,3.02,4.71,86.07,5.34,5.91,85.13,4.9,4.15,85.655,3.04,4.7,85.99,5.375,5.91,84.64,5.13,4.86,85.24,3.13,5.51,85.58,5.67,6.77,84.58,5.16,4.69,85.17,3.16,5.31,85.52,5.69,6.57,11,5,−+++,0.2,0.048,16,8.4,1,6.8,3.23
Kickstand,MJS0000067129592,5,49,SCI,12.66,12.11,12.385,11.53,11.58,84.91,4.84,3.98,85.42,3.01,4.51,85.75,5.3,5.7,84.93,4.88,4.07,85.46,3.03,4.63,85.79,5.34,5.82,84.92,4.86,4.025,85.44,3.02,4.57,85.77,5.32,5.76,84.43,5.18,4.82,85.02,3.17,5.46,85.37,5.72,6.74,84.43,5.19,4.7,85.02,3.18,5.32,85.37,5.72,6.6,11.1,5,−+++,0.2,0.048,16,8.4,1,6.8,3.38
Kickstand,MJS0000066030294,5,50,SCI,12,11.73,11.865,10.74,11.27,84.61,4.95,4.15,85.13,3.08,4.69,85.48,5.44,5.91,84.8,4.88,4.13,85.33,3.03,4.68,85.66,5.36,5.88,84.705,4.915,4.14,85.23,3.055,4.685,85.57,5.4,5.895,84.36,5.06,4.59,84.93,3.11,5.2,85.27,5.59,6.44,84.36,5.1,4.55,84.94,3.13,5.15,85.28,5.62,6.4,11.6,5,−+++,0.2,0.048,16,8.4,1,6.8,3.28
Kickstand,MJS0000066585931,5,51,SCI,11.97,11.8,11.885,10.66,11.22,84.92,4.92,4.07,85.43,3.06,4.6,85.77,5.39,5.82,85.09,4.84,4.09,85.62,3.01,4.63,85.95,5.31,5.83,85.005,4.88,4.08,85.525,3.035,4.615,85.86,5.35,5.825,84.59,5.02,4.59,85.16,3.08,5.19,85.49,5.55,6.43,84.63,5.06,4.49,85.2,3.11,5.09,85.54,5.58,6.33,12.6,5,−+++,0.2,0.048,16,8.4,1,6.8,3.31
Bucket,MJS0000066036322,5,52,SCI,12.83,12.86,12.845,13,12.7,85.39,4.81,4.08,85.91,2.97,4.63,86.24,5.28,5.82,85.3,4.93,4.19,85.83,3.04,4.75,86.17,5.39,5.98,85.345,4.87,4.135,85.87,3.005,4.69,86.205,5.335,5.9,84.51,5.04,4.79,85.1,3.07,5.44,85.44,5.57,6.66,85.77,5.16,5.07,86.38,3.12,5.76,86.72,5.7,7.01,11.4,5,−+++,0.2,0.048,16,8.4,1,6.8,3.21
Bucket,MJS0000067207505,5,53,SCI,11.79,12.17,11.98,12,11.7,85.06,4.95,4.31,85.61,3.04,4.89,85.94,5.44,6.12,85.11,4.97,4.35,85.66,3.06,4.93,85.99,5.45,6.16,85.085,4.96,4.33,85.635,3.05,4.91,85.965,5.445,6.14,84.06,5.16,5.19,84.68,3.13,5.9,85.03,5.74,7.13,83.94,5.2,5.29,84.57,3.14,6,84.91,5.78,7.25,11.5,5,−+++,0.2,0.048,16,8.4,1,6.8,3.04
Bucket,MJS0000067311273,5,54,SCI,11.52,12.02,11.77,11.6,12.8,85.01,4.96,4.32,85.56,3.05,4.9,85.9,5.45,6.13,85.07,4.98,4.34,85.62,3.06,4.92,85.96,5.46,6.15,85.04,4.97,4.33,85.59,3.055,4.91,85.93,5.455,6.14,83.52,5.16,5.09,84.13,3.14,5.78,84.48,5.74,7.02,83.23,5.16,5.26,83.85,3.12,5.97,84.19,5.74,7.2,11.8,5,−+++,0.2,0.048,16,8.4,1,6.8,3.05
Bucket,MJS0000067100789,5,55,SCI,11.72,12.25,11.985,11.6,12.5,85.06,4.94,4.28,85.61,3.04,4.86,85.94,5.43,6.09,85.16,4.93,4.24,85.7,3.03,4.81,86.03,5.4,6.03,85.11,4.935,4.26,85.655,3.035,4.835,85.985,5.415,6.06,83.75,5.17,5.13,84.38,3.14,5.83,84.72,5.74,7.07,83.6,5.12,5.1,84.21,3.1,5.79,84.55,5.68,7.02,10.9,5,−+++,0.2,0.048,16,8.4,1,6.8,3.11
Bucket,MJS0000067240636,5,56,SCI,11.97,12.24,12.105,12.3,12.8,85.23,4.93,4.27,85.77,3.03,4.85,86.1,5.41,6.08,85.22,4.95,4.28,85.76,3.05,4.86,86.1,5.42,6.08,85.225,4.94,4.275,85.765,3.04,4.855,86.1,5.415,6.08,84.05,5.18,4.99,84.66,3.15,5.67,85.01,5.73,6.92,84.03,5.22,5.25,84.66,3.15,5.96,85,5.79,7.22,11.4,5,−+++,0.2,0.048,16,8.4,1,6.8,3.09
Kickstand,MJS0000067129904,6,57,SCI,13.08,12.93,13.005,12.02,12.87,87.33,2.83,4.07,87.8,1.64,4.66,87.94,3.21,5.26,87.52,2.72,3.95,87.98,1.57,4.54,88.11,3.07,5.1,87.425,2.775,4.01,87.89,1.605,4.6,88.025,3.14,5.18,87.06,2.99,4.24,87.56,1.74,4.86,87.71,3.39,5.5,87.13,3.02,4.14,87.63,1.75,4.75,87.78,3.4,5.39,12,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.49
Kickstand,MJS0000067129748,6,58,SCI,14.17,13.58,13.875,13.2,13.51,87.23,2.97,4.29,87.76,1.72,4.92,87.88,3.37,5.52,87.39,2.95,4.3,87.9,1.68,4.94,88,3.31,5.54,87.31,2.96,4.295,87.83,1.7,4.93,87.94,3.34,5.53,86.96,3.08,4.51,87.47,1.77,5.17,87.58,3.49,5.82,86.89,3.18,4.48,87.43,1.86,5.1,87.6,3.6,5.8,12.5,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.18
Kickstand,MJS0000067162361,6,59,SCI,14.39,13.86,14.125,13.32,13.97,87.35,2.92,4.16,87.83,1.7,4.76,87.98,3.3,5.38,87.48,2.89,4.2,87.97,1.68,4.82,88.11,3.27,5.43,87.415,2.905,4.18,87.9,1.69,4.79,88.045,3.285,5.405,87.03,3.04,4.39,87.54,1.76,5.03,87.69,3.44,5.68,86.99,3.12,4.39,87.51,1.81,5.03,87.67,3.53,5.69,11.9,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.3
Kickstand,MJS0000067310481,6,60,SCI,14.32,13.81,14.065,12.71,12.94,87.26,2.95,4.19,87.74,1.72,4.8,87.89,3.34,5.43,87.38,2.91,4.23,87.87,1.69,4.86,88.01,3.29,5.47,87.32,2.93,4.21,87.805,1.705,4.83,87.95,3.315,5.45,86.91,3.1,4.54,87.44,1.79,5.2,87.59,3.52,5.86,86.88,3.15,4.47,87.41,1.82,5.12,87.56,3.56,5.79,12.8,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.25
Kickstand,MJS0000067129388,6,61,SCI,13.63,13.58,13.605,12.17,12.56,87.17,2.99,4.33,87.67,1.73,4.96,87.82,3.39,5.59,87.35,2.91,4.31,87.85,1.68,4.94,87.99,3.31,5.55,87.26,2.95,4.32,87.76,1.705,4.95,87.905,3.35,5.57,86.89,3.06,4.55,87.42,1.76,5.21,87.56,3.49,5.86,86.81,3.12,4.5,87.33,1.81,5.15,87.49,3.55,5.81,9.8,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.17
Kickstand,MJS0000067310903,6,62,SCI,13.15,12.91,13.03,11.95,12.68,87.15,2.98,4.33,87.64,1.73,4.96,87.79,3.38,5.59,87.25,2.91,4.33,87.75,1.68,4.96,87.89,3.3,5.57,87.2,2.945,4.33,87.695,1.705,4.96,87.84,3.34,5.58,86.83,3.09,4.51,87.35,1.78,5.18,87.5,3.51,5.83,86.88,3.14,4.41,87.4,1.82,5.06,87.56,3.55,5.72,10.6,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.17
Bucket,MJS0000067343514,6,63,SCI,11.5,12.16,11.83,15.7,15.6,86.61,2.91,4.25,87.09,1.69,4.87,87.25,3.35,5.48,86.82,2.87,4.16,87.29,1.67,4.76,87.45,3.29,5.36,86.715,2.89,4.205,87.19,1.68,4.815,87.35,3.32,5.42,86.71,2.97,4.32,87.21,1.72,4.95,87.37,3.4,5.57,87.26,3.05,4.47,87.77,1.76,5.12,87.93,3.49,5.76,12.6,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.26
